ticket_id,product,category,issue_description,resolution_notes,ticket_created_date,clean_text,sentiment,topic
4277,E-commerce Store,Refund Request,The payment was deducted from my bank account but the transaction shows failed.,The issue was escalated to engineering and resolved in the latest patch.,2022-05-16,payment deducted bank account transaction shows failed issue escalated engineering resolved latest patch,negative,89
4278,Payment Gateway,Payment Problem,The system is not syncing data across devices properly.,Explained billing breakdown and clarified applicable charges.,2022-05-22,system syncing data across devices properly explained billing breakdown clarified applicable charges,neutral,38
4279,Subscription Service,Payment Problem,I am unable to access my account after entering the correct credentials.,Subscription status corrected and confirmation email sent to customer.,2022-07-13,unable access account entering correct credentials subscription status corrected confirmation email sent customer,negative,77
4280,Cloud Storage,Feature Request,Two-factor authentication codes are not being delivered to my phone.,The issue was escalated to engineering and resolved in the latest patch.,2024-07-28,twofactor authentication codes delivered phone issue escalated engineering resolved latest patch,neutral,9
4281,CRM Platform,Data Sync Issue,I found a bug in the latest update affecting report generation.,Bug logged internally and workaround shared with the customer.,2022-02-16,found bug latest update affecting report generation bug logged internally workaround shared customer,positive,42
4282,Payment Gateway,Security Concern,I am unable to access my account after entering the correct credentials.,The issue was escalated to engineering and resolved in the latest patch.,2023-05-26,unable access account entering correct credentials issue escalated engineering resolved latest patch,negative,69
4283,CRM Platform,Security Concern,I am unable to access my account after entering the correct credentials.,The issue was escalated to engineering and resolved in the latest patch.,2022-05-12,unable access account entering correct credentials issue escalated engineering resolved latest patch,negative,69
4284,CRM Platform,Bug Report,The application crashes whenever I try to upload a file.,Subscription status corrected and confirmation email sent to customer.,2023-06-22,application crashes whenever try upload file subscription status corrected confirmation email sent customer,neutral,43
4285,Web Portal,Performance Issue,Two-factor authentication codes are not being delivered to my phone.,The duplicate charge was reversed and refund processed within 3-5 business days.,2022-04-30,twofactor authentication codes delivered phone duplicate charge reversed refund processed within 35 business days,neutral,17
4286,Mobile App,Security Concern,I would like to request a refund for the recent charge.,The issue was escalated to engineering and resolved in the latest patch.,2023-11-05,would like request refund recent charge issue escalated engineering resolved latest patch,neutral,26
4287,API Service,Subscription Cancellation,I found a bug in the latest update affecting report generation.,We have reset the account credentials and advised the customer to retry login.,2023-04-26,found bug latest update affecting report generation reset account credentials advised customer retry login,positive,35
4288,Web Portal,Payment Problem,The payment was deducted from my bank account but the transaction shows failed.,Payment gateway timeout issue fixed and monitoring implemented.,2023-12-27,payment deducted bank account transaction shows failed payment gateway timeout issue fixed monitoring implemented,negative,87
4289,CRM Platform,Security Concern,I would like to request a refund for the recent charge.,Payment gateway timeout issue fixed and monitoring implemented.,2022-02-14,would like request refund recent charge payment gateway timeout issue fixed monitoring implemented,neutral,74
4290,Mobile App,Account Suspension,I am unable to access my account after entering the correct credentials.,We have reset the account credentials and advised the customer to retry login.,2023-03-02,unable access account entering correct credentials reset account credentials advised customer retry login,negative,99
4291,Cloud Storage,Refund Request,The payment was deducted from my bank account but the transaction shows failed.,Data synchronization restored after backend service restart.,2023-12-10,payment deducted bank account transaction shows failed data synchronization restored backend service restart,negative,40
4292,Cloud Storage,Account Suspension,My subscription was cancelled without my request and I need clarification.,The issue was escalated to engineering and resolved in the latest patch.,2024-12-15,subscription cancelled without request need clarification issue escalated engineering resolved latest patch,neutral,23
4293,API Service,Data Sync Issue,The application crashes whenever I try to upload a file.,We have reset the account credentials and advised the customer to retry login.,2022-08-19,application crashes whenever try upload file reset account credentials advised customer retry login,neutral,49
4294,Subscription Service,Payment Problem,There seems to be a discrepancy in my billing statement for this month.,Provided step-by-step troubleshooting instructions and issue resolved.,2023-02-04,seems discrepancy billing statement month provided stepbystep troubleshooting instructions issue resolved,neutral,6
4295,Billing System,Bug Report,I found a bug in the latest update affecting report generation.,Subscription status corrected and confirmation email sent to customer.,2023-04-27,found bug latest update affecting report generation subscription status corrected confirmation email sent customer,positive,33
4296,Mobile App,Security Concern,I would like to request a refund for the recent charge.,Subscription status corrected and confirmation email sent to customer.,2022-01-01,would like request refund recent charge subscription status corrected confirmation email sent customer,neutral,92
4297,Mobile App,Feature Request,The system is not syncing data across devices properly.,Data synchronization restored after backend service restart.,2024-03-08,system syncing data across devices properly data synchronization restored backend service restart,neutral,60
4298,Subscription Service,Bug Report,I am unable to access my account after entering the correct credentials.,We have reset the account credentials and advised the customer to retry login.,2023-02-05,unable access account entering correct credentials reset account credentials advised customer retry login,negative,99
4299,Mobile App,Feature Request,The system is not syncing data across devices properly.,Payment gateway timeout issue fixed and monitoring implemented.,2023-08-12,system syncing data across devices properly payment gateway timeout issue fixed monitoring implemented,neutral,63
4300,API Service,Account Suspension,The application crashes whenever I try to upload a file.,Data synchronization restored after backend service restart.,2023-06-20,application crashes whenever try upload file data synchronization restored backend service restart,neutral,29
4301,Mobile App,Refund Request,I found a bug in the latest update affecting report generation.,We have reset the account credentials and advised the customer to retry login.,2024-03-31,found bug latest update affecting report generation reset account credentials advised customer retry login,positive,35
4302,Analytics Dashboard,Subscription Cancellation,The system is not syncing data across devices properly.,Payment gateway timeout issue fixed and monitoring implemented.,2023-03-11,system syncing data across devices properly payment gateway timeout issue fixed monitoring implemented,neutral,63
4303,E-commerce Store,Login Issue,There seems to be a discrepancy in my billing statement for this month.,Subscription status corrected and confirmation email sent to customer.,2023-04-27,seems discrepancy billing statement month subscription status corrected confirmation email sent customer,neutral,88
4304,Payment Gateway,Login Issue,The application crashes whenever I try to upload a file.,Payment gateway timeout issue fixed and monitoring implemented.,2022-06-13,application crashes whenever try upload file payment gateway timeout issue fixed monitoring implemented,neutral,44
4305,E-commerce Store,Security Concern,The application crashes whenever I try to upload a file.,Subscription status corrected and confirmation email sent to customer.,2023-04-24,application crashes whenever try upload file subscription status corrected confirmation email sent customer,neutral,43
4306,CRM Platform,Subscription Cancellation,I am experiencing very slow performance while using the dashboard.,Explained billing breakdown and clarified applicable charges.,2022-08-14,experiencing slow performance using dashboard explained billing breakdown clarified applicable charges,negative,53
4307,Analytics Dashboard,Data Sync Issue,I would like to request a refund for the recent charge.,The issue was escalated to engineering and resolved in the latest patch.,2022-07-30,would like request refund recent charge issue escalated engineering resolved latest patch,neutral,26
4308,Analytics Dashboard,Feature Request,I am experiencing very slow performance while using the dashboard.,Payment gateway timeout issue fixed and monitoring implemented.,2023-06-02,experiencing slow performance using dashboard payment gateway timeout issue fixed monitoring implemented,negative,54
4309,Analytics Dashboard,Login Issue,My subscription was cancelled without my request and I need clarification.,Data synchronization restored after backend service restart.,2022-10-25,subscription cancelled without request need clarification data synchronization restored backend service restart,neutral,22
4310,Analytics Dashboard,Login Issue,Two-factor authentication codes are not being delivered to my phone.,We have reset the account credentials and advised the customer to retry login.,2022-10-19,twofactor authentication codes delivered phone reset account credentials advised customer retry login,neutral,86
4311,Payment Gateway,Bug Report,I found a bug in the latest update affecting report generation.,Payment gateway timeout issue fixed and monitoring implemented.,2024-09-07,found bug latest update affecting report generation payment gateway timeout issue fixed monitoring implemented,positive,39
4312,E-commerce Store,Data Sync Issue,I would like to request a refund for the recent charge.,Payment gateway timeout issue fixed and monitoring implemented.,2023-07-21,would like request refund recent charge payment gateway timeout issue fixed monitoring implemented,neutral,74
4313,Cloud Storage,Data Sync Issue,I am unable to access my account after entering the correct credentials.,Data synchronization restored after backend service restart.,2022-07-03,unable access account entering correct credentials data synchronization restored backend service restart,negative,27
4314,Web Portal,Subscription Cancellation,The system is not syncing data across devices properly.,The issue was escalated to engineering and resolved in the latest patch.,2023-10-25,system syncing data across devices properly issue escalated engineering resolved latest patch,neutral,67
4315,Mobile App,Data Sync Issue,I would like to request a refund for the recent charge.,Payment gateway timeout issue fixed and monitoring implemented.,2022-06-25,would like request refund recent charge payment gateway timeout issue fixed monitoring implemented,neutral,74
4316,E-commerce Store,Refund Request,Two-factor authentication codes are not being delivered to my phone.,Payment gateway timeout issue fixed and monitoring implemented.,2023-09-02,twofactor authentication codes delivered phone payment gateway timeout issue fixed monitoring implemented,neutral,62
4317,API Service,Payment Problem,My subscription was cancelled without my request and I need clarification.,Data synchronization restored after backend service restart.,2024-08-22,subscription cancelled without request need clarification data synchronization restored backend service restart,neutral,22
4318,Payment Gateway,Subscription Cancellation,I am experiencing very slow performance while using the dashboard.,Subscription status corrected and confirmation email sent to customer.,2022-10-07,experiencing slow performance using dashboard subscription status corrected confirmation email sent customer,negative,79
4319,CRM Platform,Feature Request,I would like to request a refund for the recent charge.,Data synchronization restored after backend service restart.,2022-09-05,would like request refund recent charge data synchronization restored backend service restart,neutral,21
4320,Analytics Dashboard,Performance Issue,I found a bug in the latest update affecting report generation.,The duplicate charge was reversed and refund processed within 3-5 business days.,2023-10-20,found bug latest update affecting report generation duplicate charge reversed refund processed within 35 business days,positive,2
4321,E-commerce Store,Subscription Cancellation,I am unable to access my account after entering the correct credentials.,Security settings updated and customer notified of precautionary measures.,2023-07-15,unable access account entering correct credentials security settings updated customer notified precautionary measures,negative,72
4322,E-commerce Store,Refund Request,There seems to be a discrepancy in my billing statement for this month.,We have reset the account credentials and advised the customer to retry login.,2022-10-07,seems discrepancy billing statement month reset account credentials advised customer retry login,neutral,93
4323,API Service,Payment Problem,Two-factor authentication codes are not being delivered to my phone.,The issue was escalated to engineering and resolved in the latest patch.,2024-02-11,twofactor authentication codes delivered phone issue escalated engineering resolved latest patch,neutral,9
4324,Billing System,Bug Report,Two-factor authentication codes are not being delivered to my phone.,Provided step-by-step troubleshooting instructions and issue resolved.,2024-09-25,twofactor authentication codes delivered phone provided stepbystep troubleshooting instructions issue resolved,neutral,10
4325,Web Portal,Account Suspension,The system is not syncing data across devices properly.,Data synchronization restored after backend service restart.,2023-09-20,system syncing data across devices properly data synchronization restored backend service restart,neutral,60
4326,E-commerce Store,Bug Report,I am experiencing very slow performance while using the dashboard.,Subscription status corrected and confirmation email sent to customer.,2022-05-19,experiencing slow performance using dashboard subscription status corrected confirmation email sent customer,negative,79
4327,CRM Platform,Refund Request,Two-factor authentication codes are not being delivered to my phone.,Payment gateway timeout issue fixed and monitoring implemented.,2022-12-24,twofactor authentication codes delivered phone payment gateway timeout issue fixed monitoring implemented,neutral,62
4328,Web Portal,Login Issue,I found a bug in the latest update affecting report generation.,Security settings updated and customer notified of precautionary measures.,2022-02-21,found bug latest update affecting report generation security settings updated customer notified precautionary measures,positive,32
4329,CRM Platform,Data Sync Issue,The system is not syncing data across devices properly.,Explained billing breakdown and clarified applicable charges.,2024-06-25,system syncing data across devices properly explained billing breakdown clarified applicable charges,neutral,38
4330,E-commerce Store,Data Sync Issue,My subscription was cancelled without my request and I need clarification.,Explained billing breakdown and clarified applicable charges.,2023-11-10,subscription cancelled without request need clarification explained billing breakdown clarified applicable charges,neutral,65
4331,Web Portal,Bug Report,I found a bug in the latest update affecting report generation.,Subscription status corrected and confirmation email sent to customer.,2023-09-02,found bug latest update affecting report generation subscription status corrected confirmation email sent customer,positive,33
4332,Mobile App,Data Sync Issue,Two-factor authentication codes are not being delivered to my phone.,Explained billing breakdown and clarified applicable charges.,2022-01-24,twofactor authentication codes delivered phone explained billing breakdown clarified applicable charges,neutral,57
4333,Mobile App,Refund Request,The payment was deducted from my bank account but the transaction shows failed.,Explained billing breakdown and clarified applicable charges.,2022-02-22,payment deducted bank account transaction shows failed explained billing breakdown clarified applicable charges,negative,41
4334,Cloud Storage,Refund Request,I am experiencing very slow performance while using the dashboard.,Security settings updated and customer notified of precautionary measures.,2023-03-29,experiencing slow performance using dashboard security settings updated customer notified precautionary measures,negative,73
4335,Web Portal,Refund Request,The application crashes whenever I try to upload a file.,Subscription status corrected and confirmation email sent to customer.,2023-04-27,application crashes whenever try upload file subscription status corrected confirmation email sent customer,neutral,43
4336,Billing System,Payment Problem,I would like to request a refund for the recent charge.,Subscription status corrected and confirmation email sent to customer.,2023-01-03,would like request refund recent charge subscription status corrected confirmation email sent customer,neutral,92
4337,CRM Platform,Data Sync Issue,The payment was deducted from my bank account but the transaction shows failed.,Provided step-by-step troubleshooting instructions and issue resolved.,2024-10-04,payment deducted bank account transaction shows failed provided stepbystep troubleshooting instructions issue resolved,negative,90
4338,CRM Platform,Feature Request,I am experiencing very slow performance while using the dashboard.,We have reset the account credentials and advised the customer to retry login.,2024-08-11,experiencing slow performance using dashboard reset account credentials advised customer retry login,negative,81
4339,Billing System,Account Suspension,I am unable to access my account after entering the correct credentials.,Bug logged internally and workaround shared with the customer.,2023-05-15,unable access account entering correct credentials bug logged internally workaround shared customer,negative,96
4340,Web Portal,Feature Request,My subscription was cancelled without my request and I need clarification.,Data synchronization restored after backend service restart.,2024-01-02,subscription cancelled without request need clarification data synchronization restored backend service restart,neutral,22
4341,Billing System,Payment Problem,The payment was deducted from my bank account but the transaction shows failed.,Data synchronization restored after backend service restart.,2023-07-21,payment deducted bank account transaction shows failed data synchronization restored backend service restart,negative,40
4342,CRM Platform,Subscription Cancellation,Two-factor authentication codes are not being delivered to my phone.,Provided step-by-step troubleshooting instructions and issue resolved.,2024-04-11,twofactor authentication codes delivered phone provided stepbystep troubleshooting instructions issue resolved,neutral,10
4343,API Service,Account Suspension,The application crashes whenever I try to upload a file.,We have reset the account credentials and advised the customer to retry login.,2022-11-20,application crashes whenever try upload file reset account credentials advised customer retry login,neutral,49
4344,Analytics Dashboard,Payment Problem,The application crashes whenever I try to upload a file.,The issue was escalated to engineering and resolved in the latest patch.,2022-06-07,application crashes whenever try upload file issue escalated engineering resolved latest patch,neutral,51
4345,Subscription Service,Bug Report,My subscription was cancelled without my request and I need clarification.,Subscription status corrected and confirmation email sent to customer.,2024-12-14,subscription cancelled without request need clarification subscription status corrected confirmation email sent customer,neutral,91
4346,Mobile App,Bug Report,The application crashes whenever I try to upload a file.,Data synchronization restored after backend service restart.,2023-10-07,application crashes whenever try upload file data synchronization restored backend service restart,neutral,29
4347,Cloud Storage,Security Concern,The system is not syncing data across devices properly.,Security settings updated and customer notified of precautionary measures.,2022-01-11,system syncing data across devices properly security settings updated customer notified precautionary measures,neutral,36
4348,E-commerce Store,Login Issue,The system is not syncing data across devices properly.,Bug logged internally and workaround shared with the customer.,2022-03-11,system syncing data across devices properly bug logged internally workaround shared customer,neutral,59
4349,Cloud Storage,Account Suspension,There seems to be a discrepancy in my billing statement for this month.,Payment gateway timeout issue fixed and monitoring implemented.,2022-10-27,seems discrepancy billing statement month payment gateway timeout issue fixed monitoring implemented,neutral,66
4350,Cloud Storage,Feature Request,The payment was deducted from my bank account but the transaction shows failed.,The duplicate charge was reversed and refund processed within 3-5 business days.,2023-09-14,payment deducted bank account transaction shows failed duplicate charge reversed refund processed within 35 business days,negative,4
4351,CRM Platform,Refund Request,My subscription was cancelled without my request and I need clarification.,Bug logged internally and workaround shared with the customer.,2024-08-22,subscription cancelled without request need clarification bug logged internally workaround shared customer,neutral,55
4352,Subscription Service,Subscription Cancellation,The system is not syncing data across devices properly.,Security settings updated and customer notified of precautionary measures.,2023-09-16,system syncing data across devices properly security settings updated customer notified precautionary measures,neutral,36
4353,CRM Platform,Security Concern,There seems to be a discrepancy in my billing statement for this month.,Bug logged internally and workaround shared with the customer.,2022-02-05,seems discrepancy billing statement month bug logged internally workaround shared customer,neutral,0
4354,Subscription Service,Account Suspension,The payment was deducted from my bank account but the transaction shows failed.,The duplicate charge was reversed and refund processed within 3-5 business days.,2022-06-02,payment deducted bank account transaction shows failed duplicate charge reversed refund processed within 35 business days,negative,4
4355,Billing System,Account Suspension,Two-factor authentication codes are not being delivered to my phone.,Payment gateway timeout issue fixed and monitoring implemented.,2024-07-24,twofactor authentication codes delivered phone payment gateway timeout issue fixed monitoring implemented,neutral,62
4356,Payment Gateway,Feature Request,I am experiencing very slow performance while using the dashboard.,Explained billing breakdown and clarified applicable charges.,2023-01-16,experiencing slow performance using dashboard explained billing breakdown clarified applicable charges,negative,53
4357,Analytics Dashboard,Subscription Cancellation,The system is not syncing data across devices properly.,Bug logged internally and workaround shared with the customer.,2022-05-14,system syncing data across devices properly bug logged internally workaround shared customer,neutral,59
4358,Cloud Storage,Login Issue,The payment was deducted from my bank account but the transaction shows failed.,Subscription status corrected and confirmation email sent to customer.,2023-04-09,payment deducted bank account transaction shows failed subscription status corrected confirmation email sent customer,negative,76
4359,Payment Gateway,Bug Report,There seems to be a discrepancy in my billing statement for this month.,The duplicate charge was reversed and refund processed within 3-5 business days.,2022-12-24,seems discrepancy billing statement month duplicate charge reversed refund processed within 35 business days,neutral,18
4360,Cloud Storage,Security Concern,My subscription was cancelled without my request and I need clarification.,Data synchronization restored after backend service restart.,2022-10-11,subscription cancelled without request need clarification data synchronization restored backend service restart,neutral,22
4361,Cloud Storage,Security Concern,I am experiencing very slow performance while using the dashboard.,Security settings updated and customer notified of precautionary measures.,2024-11-04,experiencing slow performance using dashboard security settings updated customer notified precautionary measures,negative,73
4362,Cloud Storage,Refund Request,I would like to request a refund for the recent charge.,Explained billing breakdown and clarified applicable charges.,2022-06-07,would like request refund recent charge explained billing breakdown clarified applicable charges,neutral,64
4363,Payment Gateway,Bug Report,I am unable to access my account after entering the correct credentials.,Explained billing breakdown and clarified applicable charges.,2022-05-27,unable access account entering correct credentials explained billing breakdown clarified applicable charges,negative,45
4364,E-commerce Store,Security Concern,I found a bug in the latest update affecting report generation.,Explained billing breakdown and clarified applicable charges.,2022-08-09,found bug latest update affecting report generation explained billing breakdown clarified applicable charges,positive,28
4365,API Service,Security Concern,The application crashes whenever I try to upload a file.,Explained billing breakdown and clarified applicable charges.,2023-08-20,application crashes whenever try upload file explained billing breakdown clarified applicable charges,neutral,34
4366,Billing System,Subscription Cancellation,I would like to request a refund for the recent charge.,Bug logged internally and workaround shared with the customer.,2022-03-24,would like request refund recent charge bug logged internally workaround shared customer,neutral,56
4367,E-commerce Store,Refund Request,The application crashes whenever I try to upload a file.,Bug logged internally and workaround shared with the customer.,2022-12-20,application crashes whenever try upload file bug logged internally workaround shared customer,neutral,50
4368,API Service,Data Sync Issue,The system is not syncing data across devices properly.,Payment gateway timeout issue fixed and monitoring implemented.,2024-04-04,system syncing data across devices properly payment gateway timeout issue fixed monitoring implemented,neutral,63
4369,Cloud Storage,Data Sync Issue,My subscription was cancelled without my request and I need clarification.,Subscription status corrected and confirmation email sent to customer.,2022-12-19,subscription cancelled without request need clarification subscription status corrected confirmation email sent customer,neutral,91
4370,Web Portal,Subscription Cancellation,Two-factor authentication codes are not being delivered to my phone.,We have reset the account credentials and advised the customer to retry login.,2024-07-06,twofactor authentication codes delivered phone reset account credentials advised customer retry login,neutral,86
4371,Mobile App,Security Concern,My subscription was cancelled without my request and I need clarification.,The duplicate charge was reversed and refund processed within 3-5 business days.,2022-06-11,subscription cancelled without request need clarification duplicate charge reversed refund processed within 35 business days,neutral,20
4372,Analytics Dashboard,Performance Issue,My subscription was cancelled without my request and I need clarification.,We have reset the account credentials and advised the customer to retry login.,2022-01-26,subscription cancelled without request need clarification reset account credentials advised customer retry login,neutral,95
4373,Analytics Dashboard,Bug Report,I found a bug in the latest update affecting report generation.,Provided step-by-step troubleshooting instructions and issue resolved.,2023-07-12,found bug latest update affecting report generation provided stepbystep troubleshooting instructions issue resolved,positive,47
4374,Billing System,Subscription Cancellation,The application crashes whenever I try to upload a file.,Bug logged internally and workaround shared with the customer.,2024-04-28,application crashes whenever try upload file bug logged internally workaround shared customer,neutral,50
4375,Mobile App,Data Sync Issue,Two-factor authentication codes are not being delivered to my phone.,The issue was escalated to engineering and resolved in the latest patch.,2024-11-20,twofactor authentication codes delivered phone issue escalated engineering resolved latest patch,neutral,9
4376,CRM Platform,Subscription Cancellation,The application crashes whenever I try to upload a file.,We have reset the account credentials and advised the customer to retry login.,2022-10-07,application crashes whenever try upload file reset account credentials advised customer retry login,neutral,49
4377,Payment Gateway,Security Concern,I found a bug in the latest update affecting report generation.,The duplicate charge was reversed and refund processed within 3-5 business days.,2023-04-03,found bug latest update affecting report generation duplicate charge reversed refund processed within 35 business days,positive,2
4378,Analytics Dashboard,Subscription Cancellation,I would like to request a refund for the recent charge.,The issue was escalated to engineering and resolved in the latest patch.,2024-05-20,would like request refund recent charge issue escalated engineering resolved latest patch,neutral,26
4379,Subscription Service,Performance Issue,The application crashes whenever I try to upload a file.,Security settings updated and customer notified of precautionary measures.,2023-10-20,application crashes whenever try upload file security settings updated customer notified precautionary measures,neutral,37
4380,Subscription Service,Subscription Cancellation,I would like to request a refund for the recent charge.,Security settings updated and customer notified of precautionary measures.,2023-08-04,would like request refund recent charge security settings updated customer notified precautionary measures,neutral,84
4381,Subscription Service,Refund Request,My subscription was cancelled without my request and I need clarification.,Payment gateway timeout issue fixed and monitoring implemented.,2023-10-18,subscription cancelled without request need clarification payment gateway timeout issue fixed monitoring implemented,neutral,75
4382,Cloud Storage,Account Suspension,I found a bug in the latest update affecting report generation.,Data synchronization restored after backend service restart.,2023-06-16,found bug latest update affecting report generation data synchronization restored backend service restart,positive,30
4383,Cloud Storage,Payment Problem,My subscription was cancelled without my request and I need clarification.,Payment gateway timeout issue fixed and monitoring implemented.,2022-06-02,subscription cancelled without request need clarification payment gateway timeout issue fixed monitoring implemented,neutral,75
4384,E-commerce Store,Payment Problem,I am unable to access my account after entering the correct credentials.,The issue was escalated to engineering and resolved in the latest patch.,2023-10-30,unable access account entering correct credentials issue escalated engineering resolved latest patch,negative,69
4385,Billing System,Data Sync Issue,The application crashes whenever I try to upload a file.,Provided step-by-step troubleshooting instructions and issue resolved.,2023-11-04,application crashes whenever try upload file provided stepbystep troubleshooting instructions issue resolved,neutral,52
4386,E-commerce Store,Performance Issue,I am experiencing very slow performance while using the dashboard.,Provided step-by-step troubleshooting instructions and issue resolved.,2023-06-13,experiencing slow performance using dashboard provided stepbystep troubleshooting instructions issue resolved,negative,14
4387,Web Portal,Security Concern,Two-factor authentication codes are not being delivered to my phone.,The issue was escalated to engineering and resolved in the latest patch.,2023-01-30,twofactor authentication codes delivered phone issue escalated engineering resolved latest patch,neutral,9
4388,Web Portal,Bug Report,I am experiencing very slow performance while using the dashboard.,Data synchronization restored after backend service restart.,2023-10-24,experiencing slow performance using dashboard data synchronization restored backend service restart,negative,12
4389,Billing System,Payment Problem,The payment was deducted from my bank account but the transaction shows failed.,We have reset the account credentials and advised the customer to retry login.,2022-07-24,payment deducted bank account transaction shows failed reset account credentials advised customer retry login,negative,98
4390,Mobile App,Data Sync Issue,I am experiencing very slow performance while using the dashboard.,Payment gateway timeout issue fixed and monitoring implemented.,2022-11-21,experiencing slow performance using dashboard payment gateway timeout issue fixed monitoring implemented,negative,54
4391,Web Portal,Refund Request,The application crashes whenever I try to upload a file.,Provided step-by-step troubleshooting instructions and issue resolved.,2023-09-11,application crashes whenever try upload file provided stepbystep troubleshooting instructions issue resolved,neutral,52
4392,E-commerce Store,Data Sync Issue,I am unable to access my account after entering the correct credentials.,Payment gateway timeout issue fixed and monitoring implemented.,2022-07-22,unable access account entering correct credentials payment gateway timeout issue fixed monitoring implemented,negative,82
4393,Mobile App,Account Suspension,I am unable to access my account after entering the correct credentials.,Explained billing breakdown and clarified applicable charges.,2024-02-09,unable access account entering correct credentials explained billing breakdown clarified applicable charges,negative,45
4394,E-commerce Store,Performance Issue,I found a bug in the latest update affecting report generation.,Bug logged internally and workaround shared with the customer.,2024-02-06,found bug latest update affecting report generation bug logged internally workaround shared customer,positive,42
4395,CRM Platform,Bug Report,The payment was deducted from my bank account but the transaction shows failed.,The duplicate charge was reversed and refund processed within 3-5 business days.,2023-03-29,payment deducted bank account transaction shows failed duplicate charge reversed refund processed within 35 business days,negative,4
4396,E-commerce Store,Bug Report,I am unable to access my account after entering the correct credentials.,Bug logged internally and workaround shared with the customer.,2024-08-27,unable access account entering correct credentials bug logged internally workaround shared customer,negative,96
4397,E-commerce Store,Feature Request,The system is not syncing data across devices properly.,Bug logged internally and workaround shared with the customer.,2023-11-27,system syncing data across devices properly bug logged internally workaround shared customer,neutral,59
4398,Cloud Storage,Subscription Cancellation,There seems to be a discrepancy in my billing statement for this month.,Security settings updated and customer notified of precautionary measures.,2024-08-30,seems discrepancy billing statement month security settings updated customer notified precautionary measures,neutral,80
4399,Subscription Service,Security Concern,I found a bug in the latest update affecting report generation.,Explained billing breakdown and clarified applicable charges.,2023-02-19,found bug latest update affecting report generation explained billing breakdown clarified applicable charges,positive,28
4400,Subscription Service,Data Sync Issue,I am unable to access my account after entering the correct credentials.,The issue was escalated to engineering and resolved in the latest patch.,2023-01-16,unable access account entering correct credentials issue escalated engineering resolved latest patch,negative,69
4401,Analytics Dashboard,Refund Request,The payment was deducted from my bank account but the transaction shows failed.,Security settings updated and customer notified of precautionary measures.,2024-05-24,payment deducted bank account transaction shows failed security settings updated customer notified precautionary measures,negative,71
4402,Cloud Storage,Subscription Cancellation,The system is not syncing data across devices properly.,Data synchronization restored after backend service restart.,2022-12-10,system syncing data across devices properly data synchronization restored backend service restart,neutral,60
4403,CRM Platform,Feature Request,Two-factor authentication codes are not being delivered to my phone.,Payment gateway timeout issue fixed and monitoring implemented.,2024-01-16,twofactor authentication codes delivered phone payment gateway timeout issue fixed monitoring implemented,neutral,62
4404,Web Portal,Bug Report,I would like to request a refund for the recent charge.,Explained billing breakdown and clarified applicable charges.,2022-06-23,would like request refund recent charge explained billing breakdown clarified applicable charges,neutral,64
4405,Billing System,Security Concern,The payment was deducted from my bank account but the transaction shows failed.,Security settings updated and customer notified of precautionary measures.,2023-03-25,payment deducted bank account transaction shows failed security settings updated customer notified precautionary measures,negative,71
4406,CRM Platform,Bug Report,The system is not syncing data across devices properly.,Explained billing breakdown and clarified applicable charges.,2024-01-10,system syncing data across devices properly explained billing breakdown clarified applicable charges,neutral,38
4407,Payment Gateway,Data Sync Issue,The application crashes whenever I try to upload a file.,Payment gateway timeout issue fixed and monitoring implemented.,2022-08-29,application crashes whenever try upload file payment gateway timeout issue fixed monitoring implemented,neutral,44
4408,Cloud Storage,Account Suspension,The payment was deducted from my bank account but the transaction shows failed.,The duplicate charge was reversed and refund processed within 3-5 business days.,2022-08-18,payment deducted bank account transaction shows failed duplicate charge reversed refund processed within 35 business days,negative,4
4409,CRM Platform,Payment Problem,I am unable to access my account after entering the correct credentials.,Payment gateway timeout issue fixed and monitoring implemented.,2023-07-09,unable access account entering correct credentials payment gateway timeout issue fixed monitoring implemented,negative,82
4410,Analytics Dashboard,Feature Request,Two-factor authentication codes are not being delivered to my phone.,Provided step-by-step troubleshooting instructions and issue resolved.,2023-01-14,twofactor authentication codes delivered phone provided stepbystep troubleshooting instructions issue resolved,neutral,10
4411,Analytics Dashboard,Account Suspension,The payment was deducted from my bank account but the transaction shows failed.,Provided step-by-step troubleshooting instructions and issue resolved.,2022-09-02,payment deducted bank account transaction shows failed provided stepbystep troubleshooting instructions issue resolved,negative,90
4412,Web Portal,Account Suspension,Two-factor authentication codes are not being delivered to my phone.,Provided step-by-step troubleshooting instructions and issue resolved.,2023-03-13,twofactor authentication codes delivered phone provided stepbystep troubleshooting instructions issue resolved,neutral,10
4413,Cloud Storage,Login Issue,I am experiencing very slow performance while using the dashboard.,Explained billing breakdown and clarified applicable charges.,2024-06-17,experiencing slow performance using dashboard explained billing breakdown clarified applicable charges,negative,53
4414,Cloud Storage,Bug Report,The application crashes whenever I try to upload a file.,Explained billing breakdown and clarified applicable charges.,2022-07-01,application crashes whenever try upload file explained billing breakdown clarified applicable charges,neutral,34
4415,Web Portal,Data Sync Issue,The payment was deducted from my bank account but the transaction shows failed.,Subscription status corrected and confirmation email sent to customer.,2024-01-28,payment deducted bank account transaction shows failed subscription status corrected confirmation email sent customer,negative,76
4416,CRM Platform,Login Issue,The payment was deducted from my bank account but the transaction shows failed.,Data synchronization restored after backend service restart.,2023-10-09,payment deducted bank account transaction shows failed data synchronization restored backend service restart,negative,40
